mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2019,5 585 000 ₽,27023,чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8189500₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8 439 995 ₽,322,чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8582700₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,7890200₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8104500₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2019,4 390 000 ₽,48946,чёрный,161,1467,82 × 94.6,5120,дисковые вентилируемые,F,135,4,5,8,4,3070,автомат,автомат,249 / 183 при 5000 – 6500,250,400 при 1550 – 4400,АИ-95,249 л.с.,2.0 л,515,1998,78,дисковые вентилируемые,2385,задний,6.2 с,6.2,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,7 л,8.4/6.2/7,непосредственный впрыск (прямой),1790,10.2,Германия,бензин,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",задний,АИ-95,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,7368120₽,0,Синий,161,1467,82 × 94.6,5120,дисковые вентилируемые,F,135,4,5,8,4,3070,автомат,автомат,249 / 183 при 5000 – 6500,250,400 при 1550 – 4400,АИ-95,249 л.с.,2.0 л,515,1998,78,дисковые вентилируемые,2385,задний,6.2 с,6.2,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,7 л,8.4/6.2/7,непосредственный впрыск (прямой),1790,10.2,Германия,бензин,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",задний,АИ-95,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,7348944₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2019,4 297 000 ₽,26805,чёрный,161,1467,82 × 94.6,5120,дисковые вентилируемые,F,135,4,5,8,4,3070,автомат,автомат,249 / 183 при 5000 – 6500,250,400 при 1550 – 4400,АИ-95,249 л.с.,2.0 л,515,1998,78,дисковые вентилируемые,2385,задний,6.2 с,6.2,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,7 л,8.4/6.2/7,непосредственный впрыск (прямой),1790,10.2,Германия,бензин,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",задний,АИ-95,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8476500₽,0,Серый,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,11782600₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,10935400₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,7 529 965 ₽,1520,чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8189500₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2019,5 585 000 ₽,27023,чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8582700₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,8 439 995 ₽,322,чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,135,4,5,8,6,3070,автомат,автомат,320 / 235 при 4400,250,680 при 1750 – 2250,ДТ,320 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2605,полный,5.3 с,5.3,245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,7.2/5.3/6,nan,1915,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,7890200₽,0,Чёрный,158,1467,84 × 90,5120,дисковые вентилируемые,F,152,4,5,8,6,3070,автомат,автомат,249 / 183 при 4000,250,620 при 2000 – 2500,ДТ,249 л.с.,3.0 л,515,2993,78,дисковые вентилируемые,2560,полный,5.8 с,5.8,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,6 л,6.8/5.5/6,nan,1955,16.5,Германия,дизель,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",полный,ДТ,4,1902,1650,1621,Euro 6,nan,nan
BMW ,7 серии ,VI (G11/G12) Рестайлинг 2019 – н.в. ,Седан ,2020,5650000₽,0,Чёрный,161,1467,82 × 94.6,5120,дисковые вентилируемые,F,135,4,5,8,4,3070,автомат,автомат,249 / 183 при 5000 – 6500,250,400 при 1550 – 4400,АИ-95,249 л.с.,2.0 л,515,1998,78,дисковые вентилируемые,2385,задний,6.2 с,6.2,225/60/R17  245/50/R18  245/45/R19  245/40/R20  245/35/R21,"переднее, продольное",рядное,7 л,8.4/6.2/7,непосредственный впрыск (прямой),1790,10.2,Германия,бензин,"независимая, пневмоэлемент",турбонаддув,"независимая, пневмоэлемент",задний,АИ-95,4,1902,1650,1621,Euro 6,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,1683580₽,0,Белый,182,1465,81 × 97,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,150 / 110 при 6200,205,192 при 4000,АИ-95,150 л.с.,2.0 л,510,1999,60,дисковые вентилируемые,2030,передний,10.6 с,10.6,205/65/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.8 л,10.8/6/7.8,распределенный впрыск (многоточечный),1535,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,2 050 000 ₽,10872,белый,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,2187180₽,0,Серый,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,2187180₽,0,Серый,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,1984180₽,0,Синий,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2019,2 100 000 ₽,17685,красный,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,2004580₽,0,Чёрный,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,1 870 000 ₽,1500,серый,182,1465,81 × 97,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,150 / 110 при 6200,205,192 при 4000,АИ-95,150 л.с.,2.0 л,510,1999,60,дисковые вентилируемые,2030,передний,10.6 с,10.6,205/65/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.8 л,10.8/6/7.8,распределенный впрыск (многоточечный),1535,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
Hyundai ,Sonata ,VIII (DN8) 2019 – н.в. ,Седан ,2020,1920000₽,0,Чёрный,179,1465,88.5 × 101.5,4900,дисковые,D,155,4,5,6,4,2840,автомат,автомат,180 / 132 при 6000,210,232 при 4000,АИ-95,180 л.с.,2.5 л,510,2497,60,дисковые вентилируемые,1980,передний,9.2 с,9.2,215/60/R16  215/55/R17  235/45/R18,"переднее, поперечное",рядное,7.7 л,11.4/5.5/7.7,распределенный впрыск (многоточечный),1484,10.5,Южная Корея,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1860,1635,1624,Euro 5,nan,nan
