mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,450 000 ₽,215000,серебристый,nan,1482,85 × 88,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,258 / 190 при 6600,250,300 при 4000,АИ-95,258 л.с.,3.0 л,520,2996,70,дисковые вентилируемые,2055,полный,6.8 с,6.8,225/50/R17,"переднее, продольное",рядное,10 л,14/7.9/10,распределенный впрыск (многоточечный),1665,10.7,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,520 000 ₽,290320,серый,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,550 000 ₽,150000,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,535 000 ₽,199240,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,237,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2050,полный,8.3 с,8.3,225/55/R17,"переднее, продольное",рядное,10 л,15/7/10,распределенный впрыск (многоточечный),1665,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2005,530 000 ₽,317000,синий,nan,1482,-,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,177 / 130 при 4000,230,400 при 2000,ДТ,177 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2145,задний,8.1 с,8.1,225/55/R16,"переднее, продольное",рядное,7.8 л,11/6.2/7.8,nan,1660,nan,Германия,дизель,"независимая, пружинная",турбонаддув,"независимая, пружинная",задний,ДТ,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2007,1 000 000 ₽,247775,белый,nan,1482,-,4841,дисковые,E,120,4,5,6,8,2888,автомат,автомат,367 / 270 при 6300,250,490 при 3400,АИ-95,367 л.с.,4.8 л,520,4799,70,дисковые вентилируемые,2220,задний,5.5 с,5.5,225/50/R17,"переднее, продольное",V-образное,11 л,15.9/7.8/11,распределенный впрыск (многоточечный),1735,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,800 000 ₽,192000,синий,nan,1482,-,4841,дисковые,E,120,4,5,6,8,2888,автомат,автомат,367 / 270 при 6300,250,490 при 3400,АИ-95,367 л.с.,4.8 л,520,4799,70,дисковые вентилируемые,2220,задний,5.5 с,5.5,225/50/R17,"переднее, продольное",V-образное,11 л,15.9/7.8/11,распределенный впрыск (многоточечный),1735,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,745 000 ₽,252000,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,660 000 ₽,219799,чёрный,nan,1482,85 × 88,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,258 / 190 при 6600,250,300 при 4000,АИ-95,258 л.с.,3.0 л,520,2996,70,дисковые вентилируемые,2055,полный,6.8 с,6.8,225/50/R17,"переднее, продольное",рядное,10 л,14/7.9/10,распределенный впрыск (многоточечный),1665,10.7,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,565 000 ₽,228100,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,237,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2050,полный,8.3 с,8.3,225/55/R17,"переднее, продольное",рядное,10 л,15/7/10,распределенный впрыск (многоточечный),1665,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2004,520 000 ₽,180000,серебристый,nan,1482,84 × 75,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,192 / 141 при 6000,233,245 при 3500,АИ-95,192 л.с.,2.5 л,520,2494,70,дисковые вентилируемые,2050,задний,8.7 с,8.7,225/55/R16,"переднее, продольное",рядное,9.9 л,14.1/7.5/9.9,распределенный впрыск (многоточечный),1565,10.5,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2004,490 000 ₽,346000,белый,nan,1482,-,4841,дисковые,E,120,4,5,6,6,2888,механика,механика,170 / 125 при 6100,230,210 при 3500,АИ-95,170 л.с.,2.2 л,520,2171,70,дисковые вентилируемые,2025,задний,9 с,9,225/55/R16,"переднее, продольное",рядное,9 л,13/6.8/9,распределенный впрыск (многоточечный),1560,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2004,715 000 ₽,350000,чёрный,nan,1482,84 × 90,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 4000,245,500 при 2000,ДТ,218 л.с.,3.0 л,520,2993,70,дисковые вентилируемые,2155,задний,7.1 с,7.1,225/55/R16,"переднее, продольное",рядное,7.8 л,10.6/6.3/7.8,nan,1670,17,Германия,дизель,"независимая, пружинная",турбонаддув,"независимая, пружинная",задний,ДТ,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2003,400 000 ₽,300000,синий,nan,1482,-,4841,дисковые,E,120,4,5,6,6,2888,механика,механика,170 / 125 при 6100,230,210 при 3500,АИ-95,170 л.с.,2.2 л,520,2171,70,дисковые вентилируемые,2025,задний,9 с,9,225/55/R16,"переднее, продольное",рядное,9 л,13/6.8/9,распределенный впрыск (многоточечный),1560,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,450 000 ₽,215000,серебристый,nan,1482,85 × 88,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,258 / 190 при 6600,250,300 при 4000,АИ-95,258 л.с.,3.0 л,520,2996,70,дисковые вентилируемые,2055,полный,6.8 с,6.8,225/50/R17,"переднее, продольное",рядное,10 л,14/7.9/10,распределенный впрыск (многоточечный),1665,10.7,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,520 000 ₽,290320,серый,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,550 000 ₽,150000,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,535 000 ₽,199240,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,237,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2050,полный,8.3 с,8.3,225/55/R17,"переднее, продольное",рядное,10 л,15/7/10,распределенный впрыск (многоточечный),1665,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2005,530 000 ₽,317000,синий,nan,1482,-,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,177 / 130 при 4000,230,400 при 2000,ДТ,177 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2145,задний,8.1 с,8.1,225/55/R16,"переднее, продольное",рядное,7.8 л,11/6.2/7.8,nan,1660,nan,Германия,дизель,"независимая, пружинная",турбонаддув,"независимая, пружинная",задний,ДТ,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2007,1 000 000 ₽,247775,белый,nan,1482,-,4841,дисковые,E,120,4,5,6,8,2888,автомат,автомат,367 / 270 при 6300,250,490 при 3400,АИ-95,367 л.с.,4.8 л,520,4799,70,дисковые вентилируемые,2220,задний,5.5 с,5.5,225/50/R17,"переднее, продольное",V-образное,11 л,15.9/7.8/11,распределенный впрыск (многоточечный),1735,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2006,800 000 ₽,192000,синий,nan,1482,-,4841,дисковые,E,120,4,5,6,8,2888,автомат,автомат,367 / 270 при 6300,250,490 при 3400,АИ-95,367 л.с.,4.8 л,520,4799,70,дисковые вентилируемые,2220,задний,5.5 с,5.5,225/50/R17,"переднее, продольное",V-образное,11 л,15.9/7.8/11,распределенный впрыск (многоточечный),1735,nan,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
BMW ,5 серии ,V (E60/E61) 2002 – 2007 ,Седан ,2005,670 000 ₽,190000,чёрный,nan,1482,82 × 78.8,4841,дисковые,E,120,4,5,6,6,2888,автомат,автомат,218 / 160 при 6500,242,250 при 4250,АИ-95,218 л.с.,2.5 л,520,2497,70,дисковые вентилируемые,2055,задний,7.9 с,7.9,225/55/R16,"переднее, продольное",рядное,9.4 л,13.5/7/9.4,распределенный впрыск (многоточечный),1500,11,Германия,бензин,"независимая, пружинная",нет,"независимая, пружинная",задний,АИ-95,4,1846,1582,1558,Euro 4,4 / 5,EuroNCAP
Mitsubishi ,Outlander ,II Рестайлинг 2009 – 2013 ,Внедорожник 5 дв. ,2011,930 000 ₽,92306,серый,nan,1680,87.6 × 82.9,4665,дисковые,J,215,5,5,nan,4,2670,вариатор,вариатор,170 / 125 при 6000,190,232 при 4100,АИ-95,170 л.с.,2.4 л,541/1691,2360,63,дисковые вентилируемые,2290,полный,10.8 с,10.8,225/55/R18,"переднее, поперечное",рядное,9.3 л,12.6/7.5/9.3,распределенный впрыск (многоточечный),1598,9.5,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1800,1540,1540,Euro 4,nan,nan
