mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 379 000 ₽,178011,синий,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 329 000 ₽,88000,белый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 497 000 ₽,115416,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 547 000 ₽,37002,серебристый,168,1480,86 × 86,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,150 / 110 при 6500,210,199 при 4600,АИ-95,150 л.с.,2.0 л,506,1998,70,дисковые вентилируемые,2100,передний,10.4 с,10.4,215/60/R16,"переднее, поперечное",рядное,7.2 л,10/5.6/7.2,комбинированный впрыск (непосредственно-распределенный),1530,12.8,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 5,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 310 000 ₽,60390,серый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 625 000 ₽,61596,серый,215,1480,94 × 83,4850,дисковые,E,160,4,5,6,6,2775,автомат,автомат,249 / 183 при 6200,210,346 при 4700,АИ-95,249 л.с.,3.5 л,506,3456,70,дисковые вентилируемые,2100,передний,7.1 с,7.1,215/55/R17,"переднее, поперечное",V-образное,9.3 л,13.2/7/9.3,распределенный впрыск (многоточечный),1615,10.8,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 397 000 ₽,104120,белый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2017,1 500 000 ₽,115105,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 450 000 ₽,101000,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 420 000 ₽,147900,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 187 000 ₽,75828,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 299 000 ₽,182764,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 217 000 ₽,111256,чёрный,168,1480,86 × 86,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,150 / 110 при 6500,210,199 при 4600,АИ-95,150 л.с.,2.0 л,506,1998,70,дисковые вентилируемые,2100,передний,10.4 с,10.4,215/60/R16,"переднее, поперечное",рядное,7.2 л,10/5.6/7.2,комбинированный впрыск (непосредственно-распределенный),1530,12.8,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 5,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 319 000 ₽,207522,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 379 000 ₽,178011,синий,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 329 000 ₽,88000,белый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 497 000 ₽,115416,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 547 000 ₽,37002,серебристый,168,1480,86 × 86,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,150 / 110 при 6500,210,199 при 4600,АИ-95,150 л.с.,2.0 л,506,1998,70,дисковые вентилируемые,2100,передний,10.4 с,10.4,215/60/R16,"переднее, поперечное",рядное,7.2 л,10/5.6/7.2,комбинированный впрыск (непосредственно-распределенный),1530,12.8,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 5,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 310 000 ₽,60390,серый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2015,1 625 000 ₽,61596,серый,215,1480,94 × 83,4850,дисковые,E,160,4,5,6,6,2775,автомат,автомат,249 / 183 при 6200,210,346 при 4700,АИ-95,249 л.с.,3.5 л,506,3456,70,дисковые вентилируемые,2100,передний,7.1 с,7.1,215/55/R17,"переднее, поперечное",V-образное,9.3 л,13.2/7/9.3,распределенный впрыск (многоточечный),1615,10.8,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 397 000 ₽,104120,белый,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2017,1 500 000 ₽,115105,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
Toyota ,Camry ,VII (XV50) Рестайлинг 2014 – 2017 ,Седан ,2016,1 420 000 ₽,147900,чёрный,183,1480,90 × 98,4850,дисковые,E,160,4,5,6,4,2775,автомат,автомат,181 / 133 при 6000,210,231 при 4100,АИ-95,181 л.с.,2.5 л,506,2494,70,дисковые вентилируемые,2100,передний,9 с,9,215/60/R16  215/55/R17,"переднее, поперечное",рядное,7.8 л,11/5.9/7.8,распределенный впрыск (многоточечный),1540,10.4,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1825,1565,1575,Euro 4,nan,nan
