mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2019,1 175 000 ₽,8341,серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1282000₽,0,Серый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2015,756 000 ₽,92945,чёрный,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1431000₽,0,Серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1119000₽,0,Белый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1143890₽,0,Серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,997500₽,0,Белый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1384000₽,0,Коричневый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1187000₽,0,Серый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1068000₽,0,Чёрный,177,1695,78 × 83.6,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,114 / 84 при 5500,166,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1800,полный,12.5 с,12.5,215/65/R16,"переднее, поперечное",рядное,7.6 л,9.1/6.8/7.6,распределенный впрыск (многоточечный),1375,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2014,750 000 ₽,27000,чёрный,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1190000₽,0,Серебристый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2014,689 000 ₽,91000,серый,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1053000₽,0,Серебристый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1190000₽,0,Коричневый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2019,1 175 000 ₽,8341,серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1282000₽,0,Серый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2015,756 000 ₽,92945,чёрный,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1431000₽,0,Серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1119000₽,0,Белый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1275000₽,0,Серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1384000₽,0,Коричневый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,997500₽,0,Белый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1187000₽,0,Серый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1068000₽,0,Чёрный,177,1695,78 × 83.6,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,114 / 84 при 5500,166,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1800,полный,12.5 с,12.5,215/65/R16,"переднее, поперечное",рядное,7.6 л,9.1/6.8/7.6,распределенный впрыск (многоточечный),1375,10.7,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2014,750 000 ₽,27000,чёрный,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1190000₽,0,Серебристый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2014,689 000 ₽,91000,серый,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1053000₽,0,Серебристый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1190000₽,0,Коричневый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2019,1 175 000 ₽,8341,серый,185,1695,82.7 × 93,4315,барабанные,J,210,5,5,6,4,2673,механика,механика,143 / 105 при 5750,180,195 при 4000,АИ-95,143 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1841,полный,10.7 с,10.7,215/65/R16,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1416,11.1,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",полный,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2020,1282000₽,0,Серый,171,1695,78 × 83.6,4315,барабанные,J,205,5,5,5,4,2673,механика,механика,114 / 84 при 5500,167,156 при 4000,АИ-95,114 л.с.,1.6 л,475,1598,50,дисковые вентилируемые,1700,передний,10.9 с,10.9,215/65/R16,"переднее, поперечное",рядное,7.4 л,9.3/6.3/7.4,распределенный впрыск (многоточечный),1248,10.7,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 5,nan,nan
Nissan ,Terrano ,III (D10) 2014 – н.в. ,Внедорожник 5 дв. ,2015,756 000 ₽,92945,чёрный,195,1695,82.7 × 93,4315,барабанные,J,205,5,5,4,4,2673,автомат,автомат,135 / 98 при 5500,168,191 при 3750,АИ-95,135 л.с.,2.0 л,475,1998,50,дисковые вентилируемые,1805,передний,11.2 с,11.2,215/65/R16,"переднее, поперечное",рядное,8.3 л,11/6.7/8.3,распределенный впрыск (многоточечный),1305,9.8,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1822,1567,1560,Euro 4,nan,nan
