mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,325 000 ₽,112374,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2007,319 000 ₽,137000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,269 000 ₽,181755,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2006,300 000 ₽,165000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2007,345 000 ₽,116474,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,330 000 ₽,212000,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,285 000 ₽,273000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2006,235 000 ₽,158000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,279 000 ₽,126000,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,213 000 ₽,204000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2010,337 000 ₽,138528,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,270 000 ₽,160000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,379 000 ₽,137750,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,350 000 ₽,50873,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2012,349 000 ₽,277487,белый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,325 000 ₽,112374,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2007,319 000 ₽,137000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,269 000 ₽,181755,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2006,300 000 ₽,165000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2007,345 000 ₽,116474,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,285 000 ₽,273000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,330 000 ₽,212000,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2006,225 000 ₽,178301,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,279 000 ₽,126000,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,213 000 ₽,204000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2010,337 000 ₽,138528,серебристый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,270 000 ₽,160000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,379 000 ₽,137750,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,350 000 ₽,50873,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2012,349 000 ₽,277487,белый,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,325 000 ₽,112374,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2007,319 000 ₽,137000,красный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2008,269 000 ₽,181755,синий,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
Chevrolet ,Lacetti ,2004 – 2013 ,Универсал 5 дв. ,2006,300 000 ₽,165000,чёрный,170,1460,79 × 81.5,4580,дисковые,C,145,5,5,5,4,2600,механика,механика,109 / 80 при 5800,187,150 при 3600,АИ-95,109 л.с.,1.6 л,400/1410,1598,60,дисковые вентилируемые,1765,передний,11.4 с,11.4,195/55/R15,"переднее, поперечное",рядное,7.8 л,10.1/6.4/7.8,распределенный впрыск (многоточечный),1250,9.5,США,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1725,1480,1480,Euro 4,nan,nan
